Order ID,Order Date,Processed Date,Ship Date,Ship Mode,Customer ID,Postal Code,City,County,State,RegionName,Latitude,Longitude,Product ID,Product name,Cost,List Price,Quantity,Discount,Cost of Order,Gross Revenue,Net Revenue,Net Profit,Products.List_Price_Bin,CustomerSegment,CustomerType,sub-category,Product Categories.Category
CA-2022-114518,"Sunday, 30 April 2023","Saturday, 6 May 2023","Sunday, 7 May 2023",3,TT-62735,90045,Los Angeles,Los Angeles,California,Southwest,33.96,-118.39,48,"Speediset Carbonless Redi-Letter 7"" x 8 1-2""",14.8,24.7,1,0,14.8,24.7,24.7,9.9,0 - 100,Consumer,Single Purchase,Paper,Office Supplies
CA-2014-103310,"Sunday, 28 April 2019","Saturday, 11 May 2019","Thursday, 16 May 2019",2,GM-03310,95123,San Jose,Santa Clara,California,Southwest,37.25,-121.83,44,Xerox 1896,16.1,26.9,1,0,16.1,26.9,26.9,10.8,0 - 100,Consumer,Single Purchase,Paper,Office Supplies
CA-2014-103310,"Sunday, 28 April 2019","Saturday, 11 May 2019","Thursday, 16 May 2019",2,GM-03310,95123,San Jose,Santa Clara,California,Southwest,37.25,-121.83,31,Fiskars Spring-Action Scissors,14.8,24.7,1,0,14.8,24.7,24.7,9.9,0 - 100,Consumer,Single Purchase,Supplies,Office Supplies
CA-2015-111780,"Tuesday, 15 December 2020","Wednesday, 23 December 2020","Monday, 28 December 2020",1,RA-11780,92037,La Jolla,San Diego,California,Southwest,32.85,-117.25,51,Xerox 1915,13,21.7,1,0,13,21.7,21.7,8.7,0 - 100,Consumer,Single Purchase,Paper,Office Supplies
CA-2015-116092,"Tuesday, 4 February 2020","Monday, 10 February 2020","Thursday, 13 February 2020",1,JM-16092,90004,Los Angeles,Los Angeles,California,Southwest,34.08,-118.3,147,Staple holder,43.8,73,1,0,43.8,73,73,29.2,0 - 100,Consumer,Single Purchase,Appliances,Office Supplies
CA-2022-114438,"Tuesday, 4 April 2023","Tuesday, 11 April 2023","Thursday, 13 April 2023",3,SP-52802,94109,San Francisco,City and County of San Francisco,California,Southwest,37.79,-122.42,89,"Tyvek  Top-Opening Peel & Seel  Envelopes, Gray",27.5,45.9,1,0,27.5,45.9,45.9,18.4,0 - 100,Consumer,Single Purchase,Envelopes,Office Supplies
CA-2015-110870,"Friday, 4 December 2020","Sunday, 13 December 2020","Wednesday, 16 December 2020",3,KD-10870,90032,Los Angeles,Los Angeles,California,Southwest,34.08,-118.18,30,Stiletto Hand Letter Openers,11.9,19.9,1,0,11.9,19.9,19.9,8,0 - 100,Consumer,Single Purchase,Supplies,Office Supplies
CA-2015-104948,"Friday, 30 October 2020","Saturday, 7 November 2020","Wednesday, 11 November 2020",2,KH-04948,92404,San Bernardino,San Bernardino,California,Southwest,34.14,-117.26,51,Xerox 1915,13,21.7,1,0,13,21.7,21.7,8.7,0 - 100,Consumer,Single Purchase,Paper,Office Supplies
US-2017-141943,"Friday, 22 April 2022","Monday, 25 April 2022","Friday, 29 April 2022",2,DK-41943,94122,San Francisco,City and County of San Francisco,California,Southwest,37.76,-122.48,96,Cameo Buff Policy Envelopes,16.7,27.9,1,0,16.7,27.9,27.9,11.2,0 - 100,Consumer,Single Purchase,Envelopes,Office Supplies
CA-2015-105725,"Tuesday, 11 February 2020","Monday, 17 February 2020","Sunday, 23 February 2020",2,GT-05725,90805,Long Beach,Los Angeles,California,Southwest,33.86,-118.18,67,Avery 483,6.1,10.2,1,0,6.1,10.2,10.2,4.1,0 - 100,Consumer,Single Purchase,Labels,Office Supplies
US-2017-151127,"Friday, 13 May 2022","Friday, 20 May 2022","Monday, 23 May 2022",3,RL-51127,90049,Los Angeles,Los Angeles,California,Southwest,34.07,-118.47,143,Sanford Liquid Accent Highlighters,9.2,15.4,1,0,9.2,15.4,15.4,6.2,0 - 100,Consumer,Single Purchase,Art,Office Supplies
CA-2022-114593,"Thursday, 18 May 2023","Sunday, 21 May 2023","Saturday, 27 May 2023",2,LS-36996,90045,Los Angeles,Los Angeles,California,Southwest,33.96,-118.39,46,Hammermill Color Copier Paper (28Lb. and 96 Bright),15.8,26.4,1,0,15.8,26.4,26.4,10.6,0 - 100,Consumer,Single Purchase,Paper,Office Supplies
CA-2014-139451,"Friday, 4 October 2019","Tuesday, 15 October 2019","Saturday, 19 October 2019",2,DN-39451,94122,San Francisco,City and County of San Francisco,California,Southwest,37.76,-122.48,141,"BOSTON Ranger #55 Pencil Sharpener, Black",7.8,13,1,0,7.8,13,13,5.2,0 - 100,Consumer,Single Purchase,Art,Office Supplies
US-2016-143280,"Saturday, 13 February 2021","Sunday, 21 February 2021","Thursday, 25 February 2021",2,TZ-43280,90045,Los Angeles,Los Angeles,California,Southwest,33.96,-118.39,88,Staples,3.4,5.7,1,0,3.4,5.7,5.7,2.3,0 - 100,Consumer,Single Purchase,Fasteners,Office Supplies
CA-2014-144666,"Saturday, 2 November 2019","Sunday, 10 November 2019","Tuesday, 12 November 2019",1,JP-44666,94110,San Francisco,City and County of San Francisco,California,Southwest,37.75,-122.42,47,Xerox 1906,13.9,23.2,1,0,13.9,23.2,23.2,9.3,0 - 100,Consumer,Single Purchase,Paper,Office Supplies
US-2014-157021,"Sunday, 24 March 2019","Wednesday, 3 April 2019","Monday, 8 April 2019",1,KM-57021,94591,Vallejo,Solano,California,Southwest,38.1,-122.21,62,Avery 486,6.1,10.2,1,0,6.1,10.2,10.2,4.1,0 - 100,Consumer,Single Purchase,Labels,Office Supplies
US-2015-103996,"Monday, 29 June 2020","Thursday, 9 July 2020","Saturday, 11 July 2020",1,RB-03996,92105,San Diego,San Diego,California,Southwest,32.74,-117.09,46,Hammermill Color Copier Paper (28Lb. and 96 Bright),15.8,26.4,1,0,15.8,26.4,26.4,10.6,0 - 100,Consumer,Single Purchase,Paper,Office Supplies
CA-2014-141901,"Thursday, 25 July 2019","Sunday, 28 July 2019","Friday, 2 August 2019",2,GM-41901,93727,Fresno,Fresno,California,Southwest,36.75,-119.71,46,Hammermill Color Copier Paper (28Lb. and 96 Bright),15.8,26.4,1,0,15.8,26.4,26.4,10.6,0 - 100,Consumer,Single Purchase,Paper,Office Supplies
CA-2014-143336,"Tuesday, 13 August 2019","Monday, 19 August 2019","Saturday, 24 August 2019",1,ZD-43336,94109,San Francisco,City and County of San Francisco,California,Southwest,37.79,-122.42,143,Sanford Liquid Accent Highlighters,9.2,15.4,1,0,9.2,15.4,15.4,6.2,0 - 100,Consumer,Single Purchase,Art,Office Supplies
US-2014-164406,"Tuesday, 6 August 2019","Wednesday, 14 August 2019","Sunday, 18 August 2019",2,BD-64406,94122,San Francisco,City and County of San Francisco,California,Southwest,37.76,-122.48,46,Hammermill Color Copier Paper (28Lb. and 96 Bright),15.8,26.4,1,0,15.8,26.4,26.4,10.6,0 - 100,Consumer,Single Purchase,Paper,Office Supplies
US-2016-119270,"Sunday, 25 June 2023","Saturday, 1 July 2023","Wednesday, 5 July 2023",2,SW-19270,90036,Los Angeles,Los Angeles,California,Southwest,34.07,-118.35,48,"Speediset Carbonless Redi-Letter 7"" x 8 1-2""",14.8,24.7,1,0,14.8,24.7,24.7,9.9,0 - 100,Consumer,Single Purchase,Paper,Office Supplies
US-2016-123610,"Tuesday, 27 April 2021","Friday, 7 May 2021","Tuesday, 11 May 2021",2,VM-23610,92691,Mission Viejo,Orange,California,Southwest,33.61,-117.66,155,"Acco Six-Outlet Power Strip, 4' Cord Length",35.6,59.4,1,0,35.6,59.4,59.4,23.8,0 - 100,Consumer,Single Purchase,Appliances,Office Supplies
CA-2014-128237,"Friday, 15 March 2019","Monday, 25 March 2019","Saturday, 30 March 2019",2,CA-28237,94110,San Francisco,City and County of San Francisco,California,Southwest,37.75,-122.42,141,"BOSTON Ranger #55 Pencil Sharpener, Black",7.8,13,1,0,7.8,13,13,5.2,0 - 100,Consumer,Single Purchase,Art,Office Supplies
CA-2014-126522,"Monday, 19 August 2019","Wednesday, 28 August 2019","Sunday, 1 September 2019",1,LT-26522,92025,Escondido,San Diego,California,Southwest,33.11,-117.07,143,Sanford Liquid Accent Highlighters,9.2,15.4,1,0,9.2,15.4,15.4,6.2,0 - 100,Consumer,Single Purchase,Art,Office Supplies
US-2015-136987,"Friday, 27 March 2020","Monday, 6 April 2020","Thursday, 9 April 2020",1,AR-36987,90004,Los Angeles,Los Angeles,California,Southwest,34.08,-118.3,49,White Computer Printout Paper by Universal,15.4,25.7,1,0,15.4,25.7,25.7,10.3,0 - 100,Consumer,Single Purchase,Paper,Office Supplies
CA-2014-133851,"Tuesday, 28 May 2019","Sunday, 9 June 2019","Sunday, 16 June 2019",2,CM-33851,94122,San Francisco,City and County of San Francisco,California,Southwest,37.76,-122.48,141,"BOSTON Ranger #55 Pencil Sharpener, Black",7.8,13,1,0,7.8,13,13,5.2,0 - 100,Consumer,Single Purchase,Art,Office Supplies
CA-2014-125829,"Thursday, 24 October 2019","Wednesday, 30 October 2019","Wednesday, 6 November 2019",2,WB-25829,90045,Los Angeles,Los Angeles,California,Southwest,33.96,-118.39,48,"Speediset Carbonless Redi-Letter 7"" x 8 1-2""",14.8,24.7,1,0,14.8,24.7,24.7,9.9,0 - 100,Consumer,Single Purchase,Paper,Office Supplies
CA-2014-158372,"Tuesday, 29 October 2019","Tuesday, 12 November 2019","Monday, 18 November 2019",2,RD-58372,92037,La Jolla,San Diego,California,Southwest,32.85,-117.25,44,Xerox 1896,16.1,26.9,1,0,16.1,26.9,26.9,10.8,0 - 100,Consumer,Single Purchase,Paper,Office Supplies
CA-2014-156594,"Thursday, 12 December 2019","Saturday, 21 December 2019","Tuesday, 24 December 2019",1,MC-56594,90008,Los Angeles,Los Angeles,California,Southwest,34.01,-118.34,146,Model L Table or Wall-Mount Pencil Sharpener,8.8,14.7,1,0,8.8,14.7,14.7,5.9,0 - 100,Consumer,Single Purchase,Art,Office Supplies
CA-2014-157147,"Friday, 4 January 2019","Saturday, 12 January 2019","Thursday, 17 January 2019",2,BD-57147,94109,San Francisco,City and County of San Francisco,California,Southwest,37.79,-122.42,146,Model L Table or Wall-Mount Pencil Sharpener,8.8,14.7,1,0,8.8,14.7,14.7,5.9,0 - 100,Consumer,Single Purchase,Art,Office Supplies
US-2017-104451,"Thursday, 28 April 2022","Tuesday, 3 May 2022","Saturday, 7 May 2022",1,MM-04451,94110,San Francisco,City and County of San Francisco,California,Southwest,37.75,-122.42,150,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,59.9,99.9,1,0,59.9,99.9,99.9,40,0 - 100,Consumer,Single Purchase,Appliances,Office Supplies
CA-2014-156594,"Thursday, 12 December 2019","Saturday, 21 December 2019","Tuesday, 24 December 2019",1,MC-56594,90008,Los Angeles,Los Angeles,California,Southwest,34.01,-118.34,142,"Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",11.4,19,1,0,11.4,19,19,7.6,0 - 100,Consumer,Single Purchase,Art,Office Supplies
CA-2014-156433,"Wednesday, 11 September 2019","Monday, 23 September 2019","Sunday, 29 September 2019",2,ES-56433,94110,San Francisco,City and County of San Francisco,California,Southwest,37.75,-122.42,59,Avery 487,7.7,12.9,1,0,7.7,12.9,12.9,5.2,0 - 100,Consumer,Single Purchase,Labels,Office Supplies
CA-2014-157546,"Monday, 8 July 2019","Saturday, 13 July 2019","Monday, 15 July 2019",3,RD-57546,94122,San Francisco,City and County of San Francisco,California,Southwest,37.76,-122.48,50,Xerox 1910,17.9,29.9,1,0,17.9,29.9,29.9,12,0 - 100,Consumer,Single Purchase,Paper,Office Supplies
US-2017-109253,"Tuesday, 9 August 2022","Sunday, 14 August 2022","Monday, 15 August 2022",3,PR-09253,94601,Oakland,Alameda,California,Southwest,37.78,-122.22,143,Sanford Liquid Accent Highlighters,9.2,15.4,1,0,9.2,15.4,15.4,6.2,0 - 100,Consumer,Single Purchase,Art,Office Supplies
CA-2014-150203,"Friday, 27 December 2019","Thursday, 2 January 2020","Saturday, 4 January 2020",3,JB-50203,90032,Los Angeles,Los Angeles,California,Southwest,34.08,-118.18,150,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,59.9,99.9,1,0,59.9,99.9,99.9,40,0 - 100,Consumer,Single Purchase,Appliances,Office Supplies
CA-2014-118962,"Sunday, 21 July 2019","Saturday, 27 July 2019","Wednesday, 31 July 2019",2,CS-18962,90004,Los Angeles,Los Angeles,California,Southwest,34.08,-118.3,49,White Computer Printout Paper by Universal,15.4,25.7,1,0,15.4,25.7,25.7,10.3,0 - 100,Consumer,Single Purchase,Paper,Office Supplies
CA-2014-118962,"Sunday, 21 July 2019","Saturday, 27 July 2019","Wednesday, 31 July 2019",2,CS-18962,90004,Los Angeles,Los Angeles,California,Southwest,34.08,-118.3,49,White Computer Printout Paper by Universal,15.4,25.7,1,0,15.4,25.7,25.7,10.3,0 - 100,Consumer,Single Purchase,Paper,Office Supplies
US-2014-133130,"Wednesday, 6 January 2021","Tuesday, 19 January 2021","Saturday, 23 January 2021",2,TH-33130,92037,La Jolla,San Diego,California,Southwest,32.85,-117.25,46,Hammermill Color Copier Paper (28Lb. and 96 Bright),15.8,26.4,1,0,15.8,26.4,26.4,10.6,0 - 100,Consumer,Single Purchase,Paper,Office Supplies
CA-2014-146969,"Wednesday, 2 June 2021","Thursday, 10 June 2021","Monday, 14 June 2021",2,AP-46969,90045,Los Angeles,Los Angeles,California,Southwest,33.96,-118.39,43,Xerox 188,16,26.7,1,0,16,26.7,26.7,10.7,0 - 100,Consumer,Single Purchase,Paper,Office Supplies
CA-2014-146969,"Wednesday, 2 June 2021","Thursday, 10 June 2021","Monday, 14 June 2021",2,AP-46969,90045,Los Angeles,Los Angeles,California,Southwest,33.96,-118.39,85,Advantus Push Pins,3.2,5.4,1,0,3.2,5.4,5.4,2.2,0 - 100,Consumer,Single Purchase,Fasteners,Office Supplies
US-2014-106334,"Thursday, 16 January 2020","Monday, 20 January 2020","Sunday, 26 January 2020",2,JF-06334,94122,San Francisco,City and County of San Francisco,California,Southwest,37.76,-122.48,51,Xerox 1915,13,21.7,1,0,13,21.7,21.7,8.7,0 - 100,Consumer,Single Purchase,Paper,Office Supplies
CA-2014-115812,"Thursday, 30 May 2019","Saturday, 8 June 2019","Thursday, 13 June 2019",2,BH-15812,90032,Los Angeles,Los Angeles,California,Southwest,34.08,-118.18,139,Newell 321,8.8,14.7,1,0,8.8,14.7,14.7,5.9,0 - 100,Consumer,Single Purchase,Art,Office Supplies
CA-2014-153969,"Friday, 6 September 2019","Monday, 9 September 2019","Friday, 13 September 2019",2,HF-53969,94109,San Francisco,City and County of San Francisco,California,Southwest,37.79,-122.42,44,Xerox 1896,16.1,26.9,1,0,16.1,26.9,26.9,10.8,0 - 100,Consumer,Single Purchase,Paper,Office Supplies
CA-2014-153969,"Friday, 6 September 2019","Monday, 9 September 2019","Friday, 13 September 2019",2,HF-53969,94109,San Francisco,City and County of San Francisco,California,Southwest,37.79,-122.42,144,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",7.5,12.5,1,0,7.5,12.5,12.5,5,0 - 100,Consumer,Single Purchase,Art,Office Supplies
CA-2014-153969,"Friday, 6 September 2019","Monday, 9 September 2019","Friday, 13 September 2019",2,HF-53969,94109,San Francisco,City and County of San Francisco,California,Southwest,37.79,-122.42,44,Xerox 1896,16.1,26.9,1,0,16.1,26.9,26.9,10.8,0 - 100,Consumer,Single Purchase,Paper,Office Supplies
CA-2016-126732,"Sunday, 23 May 2021","Wednesday, 2 June 2021","Sunday, 6 June 2021",2,LR-26732,90036,Los Angeles,Los Angeles,California,Southwest,34.07,-118.35,145,Newell 351,7,11.7,1,0,7,11.7,11.7,4.7,0 - 100,Consumer,Single Purchase,Art,Office Supplies
CA-2017-129378,"Saturday, 25 September 2021","Sunday, 3 October 2021","Monday, 4 October 2021",3,NS-29378,95123,San Jose,Santa Clara,California,Southwest,37.25,-121.83,150,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,59.9,99.9,1,0,59.9,99.9,99.9,40,0 - 100,Consumer,Single Purchase,Appliances,Office Supplies
CA-2017-128965,"Monday, 11 April 2022","Sunday, 17 April 2022","Friday, 22 April 2022",2,PS-28965,90008,Los Angeles,Los Angeles,California,Southwest,34.01,-118.34,60,Self-Adhesive Address Labels for Typewriters by Universal,9,15,1,0,9,15,15,6,0 - 100,Consumer,Single Purchase,Labels,Office Supplies
CA-2016-126732,"Sunday, 23 May 2021","Wednesday, 2 June 2021","Sunday, 6 June 2021",2,LR-26732,90036,Los Angeles,Los Angeles,California,Southwest,34.07,-118.35,33,Fellowes Bases and Tops For Staxonsteel-High-Stak Systems,52.9,88.2,1,0,52.9,88.2,88.2,35.3,0 - 100,Consumer,Single Purchase,Storage,Office Supplies
CA-2016-125850,"Wednesday, 6 January 2021","Thursday, 14 January 2021","Wednesday, 20 January 2021",2,FP-25850,92037,La Jolla,San Diego,California,Southwest,32.85,-117.25,68,Avery 501,10,16.7,1,0,10,16.7,16.7,6.7,0 - 100,Consumer,Single Purchase,Labels,Office Supplies
CA-2017-128965,"Monday, 11 April 2022","Sunday, 17 April 2022","Friday, 22 April 2022",2,PS-28965,90008,Los Angeles,Los Angeles,California,Southwest,34.01,-118.34,43,Xerox 188,16,26.7,1,0,16,26.7,26.7,10.7,0 - 100,Consumer,Single Purchase,Paper,Office Supplies
CA-2016-122728,"Thursday, 25 June 2020","Tuesday, 7 July 2020","Monday, 13 July 2020",2,EB-22728,94110,San Francisco,City and County of San Francisco,California,Southwest,37.75,-122.42,47,Xerox 1906,13.9,23.2,1,0,13.9,23.2,23.2,9.3,0 - 100,Consumer,Single Purchase,Paper,Office Supplies
CA-2017-133487,"Wednesday, 27 April 2022","Saturday, 30 April 2022","Tuesday, 3 May 2022",1,TS-33487,91730,Rancho Cucamonga,San Bernardino,California,Southwest,34.11,-117.59,155,"Acco Six-Outlet Power Strip, 4' Cord Length",35.6,59.4,1,0,35.6,59.4,59.4,23.8,0 - 100,Consumer,Single Purchase,Appliances,Office Supplies
CA-2017-133074,"Wednesday, 8 September 2021","Saturday, 11 September 2021","Wednesday, 15 September 2021",2,DB-33074,94109,San Francisco,City and County of San Francisco,California,Southwest,37.79,-122.42,43,Xerox 188,16,26.7,1,0,16,26.7,26.7,10.7,0 - 100,Consumer,Single Purchase,Paper,Office Supplies
CA-2017-123001,"Tuesday, 13 June 2023","Thursday, 22 June 2023","Wednesday, 28 June 2023",2,AW-23001,93309,Bakersfield,Kern,California,Southwest,35.34,-119.06,142,"Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",11.4,19,1,0,11.4,19,19,7.6,0 - 100,Consumer,Single Purchase,Art,Office Supplies
CA-2016-131380,"Friday, 19 March 2021","Monday, 22 March 2021","Thursday, 25 March 2021",1,CC-31380,90032,Los Angeles,Los Angeles,California,Southwest,34.08,-118.18,34,"Decoflex Hanging Personal Folder File, Blue",57,95,1,0,57,95,95,38,0 - 100,Consumer,Single Purchase,Storage,Office Supplies
CA-2017-123246,"Monday, 10 October 2022","Thursday, 13 October 2022","Saturday, 15 October 2022",1,AJ-23246,92037,La Jolla,San Diego,California,Southwest,32.85,-117.25,141,"BOSTON Ranger #55 Pencil Sharpener, Black",7.8,13,1,0,7.8,13,13,5.2,0 - 100,Consumer,Single Purchase,Art,Office Supplies
CA-2017-123491,"Monday, 17 October 2022","Saturday, 22 October 2022","Friday, 28 October 2022",2,JK-23491,94122,San Francisco,City and County of San Francisco,California,Southwest,37.76,-122.48,146,Model L Table or Wall-Mount Pencil Sharpener,8.8,14.7,1,0,8.8,14.7,14.7,5.9,0 - 100,Consumer,Single Purchase,Art,Office Supplies
CA-2017-123491,"Monday, 17 October 2022","Saturday, 22 October 2022","Friday, 28 October 2022",2,JK-23491,94122,San Francisco,City and County of San Francisco,California,Southwest,37.76,-122.48,65,Avery 51,6.1,10.2,1,0,6.1,10.2,10.2,4.1,0 - 100,Consumer,Single Purchase,Labels,Office Supplies
CA-2017-123778,"Sunday, 12 September 2021","Friday, 24 September 2021","Friday, 1 October 2021",2,BS-23778,94122,San Francisco,City and County of San Francisco,California,Southwest,37.76,-122.48,155,"Acco Six-Outlet Power Strip, 4' Cord Length",35.6,59.4,1,0,35.6,59.4,59.4,23.8,0 - 100,Consumer,Single Purchase,Appliances,Office Supplies
CA-2017-149076,"Monday, 3 January 2022","Monday, 10 January 2022","Saturday, 15 January 2022",2,SO-49076,90036,Los Angeles,Los Angeles,California,Southwest,34.07,-118.35,45,Xerox 1987,14.9,24.9,1,0,14.9,24.9,24.9,10,0 - 100,Consumer,Single Purchase,Paper,Office Supplies
CA-2017-154949,"Monday, 3 October 2022","Thursday, 6 October 2022","Monday, 10 October 2022",2,MC-54949,93010,Camarillo,Ventura,California,Southwest,34.23,-119.05,60,Self-Adhesive Address Labels for Typewriters by Universal,9,15,1,0,9,15,15,6,0 - 100,Consumer,Single Purchase,Labels,Office Supplies
CA-2017-148320,"Wednesday, 19 October 2022","Friday, 28 October 2022","Wednesday, 2 November 2022",2,PG-48320,94109,San Francisco,City and County of San Francisco,California,Southwest,37.79,-122.42,47,Xerox 1906,13.9,23.2,1,0,13.9,23.2,23.2,9.3,0 - 100,Consumer,Single Purchase,Paper,Office Supplies
CA-2016-110982,"Friday, 28 May 2021","Friday, 4 June 2021","Sunday, 6 June 2021",3,CK-10982,95051,Santa Clara,Santa Clara,California,Southwest,37.35,-121.98,147,Staple holder,43.8,73,1,0,43.8,73,73,29.2,0 - 100,Consumer,Single Purchase,Appliances,Office Supplies
CA-2017-147844,"Friday, 22 April 2022","Wednesday, 27 April 2022","Sunday, 1 May 2022",2,DD-47844,90049,Los Angeles,Los Angeles,California,Southwest,34.07,-118.47,42,"Ink Jet Note and Greeting Cards, 8-1-2"" x 5-1-2"" Card Size",18.8,31.4,1,0,18.8,31.4,31.4,12.6,0 - 100,Consumer,Single Purchase,Paper,Office Supplies
CA-2017-147942,"Thursday, 1 September 2022","Tuesday, 6 September 2022","Saturday, 10 September 2022",2,MS-47942,94110,San Francisco,City and County of San Francisco,California,Southwest,37.75,-122.42,61,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,7.5,12.5,1,0,7.5,12.5,12.5,5,0 - 100,Consumer,Single Purchase,Labels,Office Supplies
CA-2017-147844,"Friday, 22 April 2022","Wednesday, 27 April 2022","Sunday, 1 May 2022",2,DD-47844,90049,Los Angeles,Los Angeles,California,Southwest,34.07,-118.47,43,Xerox 188,16,26.7,1,0,16,26.7,26.7,10.7,0 - 100,Consumer,Single Purchase,Paper,Office Supplies
CA-2017-137498,"Sunday, 29 August 2021","Wednesday, 8 September 2021","Monday, 13 September 2021",1,LC-37498,90004,Los Angeles,Los Angeles,California,Southwest,34.08,-118.3,49,White Computer Printout Paper by Universal,15.4,25.7,1,0,15.4,25.7,25.7,10.3,0 - 100,Consumer,Single Purchase,Paper,Office Supplies
CA-2017-137498,"Sunday, 29 August 2021","Wednesday, 8 September 2021","Monday, 13 September 2021",1,LC-37498,90004,Los Angeles,Los Angeles,California,Southwest,34.08,-118.3,145,Newell 351,7,11.7,1,0,7,11.7,11.7,4.7,0 - 100,Consumer,Single Purchase,Art,Office Supplies
CA-2017-143343,"Tuesday, 31 May 2022","Tuesday, 7 June 2022","Friday, 10 June 2022",3,BW-43343,90032,Los Angeles,Los Angeles,California,Southwest,34.08,-118.18,138,Hunt Boston Vacuum Mount KS Pencil Sharpener,8.2,13.7,1,0,8.2,13.7,13.7,5.5,0 - 100,Consumer,Single Purchase,Art,Office Supplies
